timestamp,util_gpu,util_mem,mem_used_mb,mem_total_mb,power_w,temp_c
2026-01-05 09:12:57,0,0,3515,81559,117.78,32
2026-01-05 09:13:07,0,0,3515,81559,118.55,32
2026-01-05 09:13:17,0,0,3515,81559,119.01,32
2026-01-05 09:13:27,0,0,3515,81559,119.15,32
2026-01-05 09:13:37,0,0,3515,81559,119.22,32
2026-01-05 09:13:47,0,0,3515,81559,119.22,32
2026-01-05 09:13:57,0,0,3515,81559,118.83,32
2026-01-05 09:14:07,0,0,3515,81559,119.08,32
2026-01-05 09:14:17,0,0,3515,81559,117.97,32
2026-01-05 09:14:27,0,0,3515,81559,118.87,32
2026-01-05 09:14:37,0,0,3515,81559,117.97,32
2026-01-05 09:14:47,0,0,3515,81559,117.83,32
2026-01-05 09:14:57,0,0,3515,81559,117.83,32
2026-01-05 09:15:07,0,0,3515,81559,117.87,32
2026-01-05 09:15:18,0,0,3515,81559,117.72,32
2026-01-05 09:15:28,0,0,3515,81559,117.68,32
2026-01-05 09:15:38,0,0,3515,81559,117.88,32
2026-01-05 09:15:48,0,0,3515,81559,118.00,32
2026-01-05 09:15:58,0,0,3515,81559,117.89,32
2026-01-05 09:16:08,0,0,3515,81559,120.26,32
2026-01-05 09:16:18,0,0,3515,81559,119.29,32
2026-01-05 09:16:28,0,0,3515,81559,117.86,32
2026-01-05 09:16:38,0,0,3515,81559,119.05,32
2026-01-05 09:16:48,0,0,3515,81559,119.18,32
2026-01-05 09:16:58,0,0,3515,81559,122.84,32
2026-01-05 09:17:08,0,0,3515,81559,119.99,32
2026-01-05 09:17:18,0,0,3515,81559,117.95,32
2026-01-05 09:17:28,0,0,3515,81559,119.09,32
2026-01-05 09:17:38,0,0,3515,81559,119.22,32
2026-01-05 09:17:48,0,0,3515,81559,119.16,32
2026-01-05 09:17:58,0,0,3515,81559,119.31,32
2026-01-05 09:18:08,0,0,3515,81559,118.89,32
2026-01-05 09:18:18,0,0,3515,81559,119.95,32
2026-01-05 09:18:28,0,0,3515,81559,119.52,32
2026-01-05 09:18:38,0,0,3515,81559,119.16,32
2026-01-05 09:18:48,0,0,3515,81559,118.58,32
2026-01-05 09:18:58,0,0,3515,81559,119.07,32
2026-01-05 09:19:08,0,0,3515,81559,119.91,32
2026-01-05 09:19:18,0,0,3515,81559,119.90,32
2026-01-05 09:19:28,0,0,3515,81559,118.44,32
2026-01-05 09:19:38,0,0,3515,81559,118.64,32
2026-01-05 09:19:48,0,0,3515,81559,118.55,32
2026-01-05 09:19:59,0,0,3515,81559,119.97,32
2026-01-05 09:20:09,0,0,3515,81559,119.62,32
2026-01-05 09:20:19,0,0,3515,81559,120.05,32
2026-01-05 09:20:29,0,0,3515,81559,119.00,32
2026-01-05 09:20:39,0,0,3515,81559,118.67,32
2026-01-05 09:20:49,0,0,3515,81559,120.03,32
2026-01-05 09:20:59,0,0,3515,81559,118.02,32
2026-01-05 09:21:09,0,0,3515,81559,118.83,32
2026-01-05 09:21:19,0,0,3515,81559,118.97,32
2026-01-05 09:21:29,100,33,3515,81559,162.30,37
2026-01-05 09:21:39,0,0,3515,81559,118.65,32
2026-01-05 09:21:49,0,0,3515,81559,118.42,32
2026-01-05 09:21:59,0,0,3515,81559,166.12,33
2026-01-05 09:22:09,0,0,3515,81559,118.41,32
2026-01-05 09:22:19,0,0,3515,81559,118.69,32
2026-01-05 09:22:29,0,0,3515,81559,163.75,33
2026-01-05 09:22:39,0,0,3515,81559,119.88,32
2026-01-05 09:22:49,0,0,3515,81559,119.94,32
2026-01-05 09:22:59,0,0,3515,81559,159.98,33
2026-01-05 09:23:09,0,0,3515,81559,117.87,32
2026-01-05 09:23:19,0,0,3515,81559,117.87,32
2026-01-05 09:23:29,0,0,3515,81559,120.06,32
2026-01-05 09:23:39,0,0,3515,81559,118.91,32
2026-01-05 09:23:49,0,0,3515,81559,120.03,32
2026-01-05 09:23:59,0,0,3515,81559,118.89,32
2026-01-05 09:24:09,0,0,3515,81559,118.60,32
2026-01-05 09:24:20,0,0,3515,81559,119.95,32
2026-01-05 09:24:30,0,0,3515,81559,118.71,32
2026-01-05 09:24:40,0,0,3515,81559,118.54,32
2026-01-05 09:24:50,0,0,3515,81559,117.97,32
2026-01-05 09:25:00,0,0,3515,81559,118.01,32
2026-01-05 09:25:10,0,0,3515,81559,119.94,32
2026-01-05 09:25:20,0,0,3515,81559,117.85,32
2026-01-05 09:25:30,0,0,3515,81559,120.05,32
2026-01-05 09:25:40,0,0,3515,81559,118.52,32
2026-01-05 09:25:50,0,0,3515,81559,118.45,32
2026-01-05 09:26:00,0,0,3515,81559,119.95,32
2026-01-05 09:26:10,0,0,3515,81559,118.55,32
2026-01-05 09:26:20,0,0,3515,81559,118.45,32
2026-01-05 09:26:30,0,0,3515,81559,118.68,32
2026-01-05 09:26:40,0,0,3515,81559,118.48,32
2026-01-05 09:26:50,0,0,3515,81559,118.31,32
2026-01-05 09:27:00,0,0,3515,81559,119.67,32
2026-01-05 09:27:10,0,0,3515,81559,118.12,32
2026-01-05 09:27:20,0,0,3515,81559,118.40,32
2026-01-05 09:27:30,0,0,3515,81559,119.76,32
2026-01-05 09:27:40,0,0,3515,81559,118.84,32
2026-01-05 09:27:50,0,0,3515,81559,118.36,32
2026-01-05 09:28:00,0,0,3515,81559,117.69,32
2026-01-05 09:28:10,0,0,3515,81559,118.36,32
2026-01-05 09:28:20,0,0,3515,81559,117.68,32
2026-01-05 09:28:30,0,0,3515,81559,119.77,32
2026-01-05 09:28:41,0,0,3515,81559,118.39,32
2026-01-05 09:28:51,0,0,3515,81559,165.34,33
2026-01-05 09:29:01,0,0,3515,81559,119.81,32
2026-01-05 09:29:11,0,0,3515,81559,117.88,32
2026-01-05 09:29:21,0,0,3515,81559,165.83,32
2026-01-05 09:29:31,0,0,3515,81559,118.43,32
2026-01-05 09:29:41,0,0,3515,81559,118.37,32
2026-01-05 09:29:51,0,0,3515,81559,118.96,32
2026-01-05 09:30:01,0,0,3515,81559,118.90,32
2026-01-05 09:30:11,0,0,3515,81559,118.69,32
2026-01-05 09:30:21,0,0,3515,81559,135.15,32
2026-01-05 09:30:31,0,0,3515,81559,118.32,32
2026-01-05 09:30:41,0,0,3515,81559,119.64,32
2026-01-05 09:30:51,0,0,3515,81559,119.89,32
2026-01-05 09:31:01,0,0,3515,81559,119.03,32
2026-01-05 09:31:11,0,0,3515,81559,119.47,32
2026-01-05 09:31:21,0,0,3515,81559,118.83,32
2026-01-05 09:31:31,0,0,3515,81559,118.53,32
2026-01-05 09:31:41,0,0,3515,81559,117.90,32
2026-01-05 09:31:51,0,0,3515,81559,118.51,32
2026-01-05 09:32:01,0,0,3515,81559,117.76,32
2026-01-05 09:32:11,0,0,3515,81559,118.92,32
2026-01-05 09:32:21,0,0,3515,81559,117.84,32
2026-01-05 09:32:31,0,0,3515,81559,119.86,32
2026-01-05 09:32:41,0,0,3515,81559,118.30,32
2026-01-05 09:32:51,0,0,3515,81559,118.58,32
2026-01-05 09:33:01,0,0,3515,81559,119.17,32
2026-01-05 09:33:11,0,0,3515,81559,117.83,32
2026-01-05 09:33:21,0,0,3515,81559,118.81,32
2026-01-05 09:33:31,0,0,3515,81559,117.86,32
2026-01-05 09:33:42,0,0,3515,81559,118.63,32
2026-01-05 09:33:52,0,0,3515,81559,118.38,32
2026-01-05 09:34:02,0,0,3515,81559,118.36,32
2026-01-05 09:34:12,0,0,3515,81559,118.85,32
2026-01-05 09:34:22,0,0,3515,81559,118.50,32
2026-01-05 09:34:32,0,0,3515,81559,118.54,32
2026-01-05 09:34:42,0,0,3515,81559,119.86,32
2026-01-05 09:34:52,0,0,3515,81559,119.17,32
2026-01-05 09:35:02,0,0,3515,81559,118.51,32
2026-01-05 09:35:12,0,0,3515,81559,119.87,32
2026-01-05 09:35:22,0,0,3515,81559,118.73,32
2026-01-05 09:35:32,0,0,3515,81559,117.85,32
2026-01-05 09:35:42,0,0,3515,81559,119.98,32
2026-01-05 09:35:52,0,0,3515,81559,117.90,32
2026-01-05 09:36:02,0,0,3515,81559,118.56,32
2026-01-05 09:36:12,0,0,3515,81559,118.55,32
2026-01-05 09:36:22,0,0,3515,81559,118.58,32
2026-01-05 09:36:32,0,0,3515,81559,119.90,32
2026-01-05 09:36:42,0,0,3515,81559,117.91,32
2026-01-05 09:36:52,0,0,3515,81559,118.50,32
2026-01-05 09:37:02,0,0,3515,81559,118.42,32
2026-01-05 09:37:12,0,0,3515,81559,119.90,32
2026-01-05 09:37:22,0,0,3515,81559,118.55,32
2026-01-05 09:37:32,0,0,3515,81559,119.78,32
2026-01-05 09:37:42,0,0,3515,81559,118.34,32
2026-01-05 09:37:52,0,0,3515,81559,119.77,32
2026-01-05 09:38:03,0,0,3515,81559,119.79,32
2026-01-05 09:38:13,0,0,3515,81559,118.39,32
2026-01-05 09:38:23,0,0,3515,81559,119.90,32
2026-01-05 09:38:33,0,0,3515,81559,118.54,32
2026-01-05 09:38:43,0,0,3515,81559,119.90,32
2026-01-05 09:38:53,0,0,3515,81559,118.46,32
2026-01-05 09:39:03,0,0,3515,81559,117.75,32
2026-01-05 09:39:13,0,0,3515,81559,122.18,32
2026-01-05 09:39:23,0,0,3515,81559,119.90,32
2026-01-05 09:39:33,0,0,3515,81559,118.96,32
2026-01-05 09:39:43,0,0,3515,81559,164.13,33
2026-01-05 09:39:53,0,0,3515,81559,118.46,32
2026-01-05 09:40:03,0,0,3515,81559,119.19,32
2026-01-05 09:40:13,31,10,3515,81559,148.18,39
2026-01-05 09:40:23,0,0,3515,81559,119.94,32
2026-01-05 09:40:33,0,0,3515,81559,117.79,32
2026-01-05 09:40:43,65,21,3515,81559,166.83,35
2026-01-05 09:40:53,0,0,3515,81559,117.82,32
2026-01-05 09:41:03,0,0,3515,81559,118.60,32
2026-01-05 09:41:13,0,0,3515,81559,166.19,33
2026-01-05 09:41:23,0,0,3515,81559,118.44,32
2026-01-05 09:41:33,0,0,3515,81559,118.38,32
2026-01-05 09:41:43,0,0,3515,81559,163.14,32
2026-01-05 09:41:53,0,0,3515,81559,118.90,32
2026-01-05 09:42:03,0,0,3515,81559,119.77,32
2026-01-05 09:42:14,0,0,3515,81559,131.89,32
2026-01-05 09:42:24,0,0,3515,81559,118.53,32
2026-01-05 09:42:34,0,0,3515,81559,118.44,32
2026-01-05 09:42:44,0,0,3515,81559,139.66,32
2026-01-05 09:42:54,0,0,3515,81559,118.39,32
2026-01-05 09:43:04,0,0,3515,81559,118.99,32
2026-01-05 09:43:14,0,0,3515,81559,151.40,32
2026-01-05 09:43:24,0,0,3515,81559,119.75,32
2026-01-05 09:43:34,0,0,3515,81559,118.53,32
2026-01-05 09:43:44,0,0,3515,81559,141.91,32
2026-01-05 09:43:54,0,0,3515,81559,118.79,32
2026-01-05 09:44:04,0,0,3515,81559,118.79,32
2026-01-05 09:44:14,0,0,3515,81559,163.20,32
2026-01-05 09:44:24,0,0,3515,81559,118.96,32
2026-01-05 09:44:34,0,0,3515,81559,118.98,32
2026-01-05 09:44:44,0,0,3515,81559,133.26,32
2026-01-05 09:44:54,0,0,3515,81559,118.42,32
2026-01-05 09:45:04,0,0,3515,81559,118.22,32
2026-01-05 09:45:14,0,0,3515,81559,164.20,32
2026-01-05 09:45:24,0,0,3515,81559,118.82,32
2026-01-05 09:45:34,0,0,3515,81559,119.73,32
2026-01-05 09:45:44,0,0,3515,81559,131.02,32
2026-01-05 09:45:54,0,0,3515,81559,118.89,32
2026-01-05 09:46:04,0,0,3515,81559,119.74,32
2026-01-05 09:46:14,0,0,3515,81559,119.80,32
2026-01-05 09:46:24,0,0,3515,81559,119.71,32
2026-01-05 09:46:34,0,0,3515,81559,124.21,32
2026-01-05 09:46:44,0,0,3515,81559,117.87,32
2026-01-05 09:46:55,0,0,3515,81559,119.82,32
2026-01-05 09:47:05,0,0,3515,81559,119.76,32
2026-01-05 09:47:15,0,0,3515,81559,118.54,32
2026-01-05 09:47:25,0,0,3515,81559,117.88,32
2026-01-05 09:47:35,0,0,3515,81559,117.73,32
2026-01-05 09:47:45,0,0,3515,81559,118.47,32
2026-01-05 09:47:55,0,0,3515,81559,118.75,32
2026-01-05 09:48:05,0,0,3515,81559,119.79,32
2026-01-05 09:48:15,0,0,3515,81559,118.40,32
2026-01-05 09:48:25,0,0,3515,81559,118.54,32
2026-01-05 09:48:35,0,0,3515,81559,118.46,32
2026-01-05 09:48:45,0,0,3515,81559,117.75,32
2026-01-05 09:48:55,0,0,3515,81559,117.68,32
2026-01-05 09:49:05,0,0,3515,81559,118.49,32
2026-01-05 09:49:15,0,0,3515,81559,118.93,32
2026-01-05 09:49:25,0,0,3515,81559,117.61,32
2026-01-05 09:49:35,27,9,3515,81559,164.99,33
2026-01-05 09:49:45,0,0,3515,81559,118.60,32
2026-01-05 09:49:55,0,0,3515,81559,119.68,32
2026-01-05 09:50:05,0,0,3515,81559,164.41,32
2026-01-05 09:50:15,0,0,3515,81559,118.25,32
2026-01-05 09:50:25,0,0,3515,81559,117.08,31
2026-01-05 09:50:35,0,0,3515,81559,165.58,32
2026-01-05 09:50:45,0,0,3515,81559,118.34,31
2026-01-05 09:50:55,0,0,3515,81559,118.19,31
2026-01-05 09:51:05,0,0,3515,81559,163.36,32
2026-01-05 09:51:15,0,0,3515,81559,118.37,31
2026-01-05 09:51:25,0,0,3515,81559,117.53,31
2026-01-05 09:51:36,1,0,3515,81559,164.50,32
2026-01-05 09:51:46,0,0,3515,81559,119.60,32
2026-01-05 09:51:56,0,0,3515,81559,117.62,31
2026-01-05 09:52:06,0,0,3515,81559,162.93,32
2026-01-05 09:52:16,0,0,3515,81559,118.60,32
2026-01-05 09:52:26,0,0,3515,81559,117.81,32
2026-01-05 09:52:36,0,0,3515,81559,163.16,33
2026-01-05 09:52:46,0,0,3515,81559,119.06,32
2026-01-05 09:52:56,0,0,3515,81559,118.48,32
2026-01-05 09:53:06,0,0,3515,81559,164.13,32
2026-01-05 09:53:16,0,0,3515,81559,118.35,32
2026-01-05 09:53:26,0,0,3515,81559,118.31,32
2026-01-05 09:53:36,0,0,3515,81559,164.50,32
2026-01-05 09:53:46,0,0,3515,81559,118.35,32
2026-01-05 09:53:56,0,0,3515,81559,118.29,32
2026-01-05 09:54:07,0,0,3515,81559,118.39,32
2026-01-05 09:54:17,0,0,3515,81559,118.43,32
2026-01-05 09:54:27,0,0,3515,81559,117.84,32
2026-01-05 09:54:37,0,0,3515,81559,117.80,32
2026-01-05 09:54:47,0,0,3515,81559,118.39,32
2026-01-05 09:54:57,0,0,3515,81559,118.43,32
2026-01-05 09:55:07,0,0,3515,81559,119.28,32
2026-01-05 09:55:17,0,0,3515,81559,118.77,32
2026-01-05 09:55:27,0,0,3515,81559,118.41,32
2026-01-05 09:55:37,0,0,3515,81559,119.97,32
2026-01-05 09:55:47,0,0,3515,81559,119.83,32
2026-01-05 09:55:58,0,0,3515,81559,117.76,32
2026-01-05 09:56:08,0,0,3515,81559,118.51,32
2026-01-05 09:56:18,0,0,3515,81559,119.69,32
2026-01-05 09:56:28,0,0,3515,81559,119.71,32
2026-01-05 09:56:38,0,0,3515,81559,119.79,32
2026-01-05 09:56:48,0,0,3515,81559,119.87,32
2026-01-05 09:56:58,0,0,3515,81559,118.95,32
2026-01-05 09:57:08,0,0,3515,81559,118.49,32
2026-01-05 09:57:18,0,0,3515,81559,117.79,32
2026-01-05 09:57:28,0,0,3515,81559,118.46,32
2026-01-05 09:57:38,0,0,3515,81559,118.53,32
2026-01-05 09:57:48,0,0,3515,81559,117.90,32
2026-01-05 09:57:58,0,0,3515,81559,118.80,32
2026-01-05 09:58:08,0,0,3515,81559,117.97,32
2026-01-05 09:58:18,0,0,3515,81559,119.91,32
2026-01-05 09:58:28,0,0,3515,81559,118.64,32
2026-01-05 09:58:38,0,0,3515,81559,119.45,32
2026-01-05 09:58:48,0,0,3515,81559,118.52,32
2026-01-05 09:58:58,0,0,3515,81559,119.88,32
2026-01-05 09:59:08,0,0,3515,81559,118.51,32
2026-01-05 09:59:18,0,0,3515,81559,119.90,32
2026-01-05 09:59:28,0,0,3515,81559,119.79,32
2026-01-05 09:59:38,0,0,3515,81559,118.91,32
2026-01-05 09:59:49,0,0,3515,81559,118.33,32
2026-01-05 09:59:59,0,0,3515,81559,118.41,32
2026-01-05 10:00:09,0,0,3515,81559,118.44,32
2026-01-05 10:00:19,0,0,3515,81559,119.87,32
2026-01-05 10:00:29,0,0,3515,81559,118.50,32
2026-01-05 10:00:39,0,0,3515,81559,118.59,32
2026-01-05 10:00:49,0,0,3515,81559,117.84,32
2026-01-05 10:00:59,0,0,3515,81559,118.41,32
2026-01-05 10:01:09,0,0,3515,81559,117.96,32
2026-01-05 10:01:19,0,0,3515,81559,118.43,32
2026-01-05 10:01:29,0,0,3515,81559,118.38,32
2026-01-05 10:01:39,0,0,3515,81559,119.24,32
2026-01-05 10:01:49,0,0,3515,81559,117.83,32
2026-01-05 10:01:59,0,0,3515,81559,118.37,32
2026-01-05 10:02:09,0,0,3515,81559,118.44,32
2026-01-05 10:02:19,0,0,3515,81559,117.71,32
2026-01-05 10:02:29,0,0,3515,81559,117.96,32
2026-01-05 10:02:39,0,0,3515,81559,117.98,32
2026-01-05 10:02:49,0,0,3515,81559,119.78,32
2026-01-05 10:02:59,0,0,3515,81559,118.48,32
2026-01-05 10:03:09,0,0,3515,81559,118.05,32
2026-01-05 10:03:19,0,0,3515,81559,118.31,32
2026-01-05 10:03:29,0,0,3515,81559,118.16,32
2026-01-05 10:03:39,0,0,3515,81559,118.02,32
2026-01-05 10:03:49,0,0,3515,81559,118.40,32
2026-01-05 10:03:59,0,0,3515,81559,119.72,32
2026-01-05 10:04:10,0,0,3515,81559,119.29,32
2026-01-05 10:04:20,0,0,3515,81559,119.24,32
2026-01-05 10:04:30,0,0,3515,81559,118.52,32
2026-01-05 10:04:40,0,0,3515,81559,118.92,32
